Features,ICC_value,p_value,Repeatability
log.sigma.5.0.mm.3D_firstorder_Skewness,0.949496141162888,2.77230419115057e-12,Excellent
log.sigma.5.0.mm.3D_firstorder_Uniformity,0.89056619290028,7.0511835647676906e-09,Good
log.sigma.5.0.mm.3D_firstorder_Variance,0.981928594735,6.63213260657898e-17,Excellent
log.sigma.5.0.mm.3D_glcm_Autocorrelation,0.808386762661876,1.69630505405164e-06,Good
log.sigma.5.0.mm.3D_glcm_ClusterProminence,0.849439007209955,1.648965407562e-07,Good
log.sigma.5.0.mm.3D_glcm_ClusterShade,0.916776100599035,4.50636778218876e-10,Excellent
log.sigma.5.0.mm.3D_glcm_ClusterTendency,0.868627312965498,4.32318479128225e-08,Good
log.sigma.5.0.mm.3D_glcm_Contrast,0.907127104076505,1.3621408767587101e-09,Excellent
log.sigma.5.0.mm.3D_glcm_Correlation,0.931379942817723,6.365567631696809e-11,Excellent
log.sigma.5.0.mm.3D_glcm_DifferenceAverage,0.93161226958972,6.14958514421166e-11,Excellent
log.sigma.5.0.mm.3D_glcm_DifferenceEntropy,0.933548840158699,4.5898755090906196e-11,Excellent
log.sigma.5.0.mm.3D_glcm_DifferenceVariance,0.89799361838235,3.4924597389246104e-09,Good
log.sigma.5.0.mm.3D_glcm_Id,0.94183091460112,1.1793657404057399e-11,Excellent
log.sigma.5.0.mm.3D_glcm_Idm,0.939689586365648,1.70665709655869e-11,Excellent
log.sigma.5.0.mm.3D_glcm_Idmn,0.909638316678138,1.0336942635903e-09,Excellent
log.sigma.5.0.mm.3D_glcm_Idn,0.935416223577928,3.4326167946981e-11,Excellent
log.sigma.5.0.mm.3D_glcm_Imc1,0.823243204238955,7.81998188738223e-07,Good
log.sigma.5.0.mm.3D_glcm_Imc2,0.898664468912606,3.26910585615292e-09,Good
log.sigma.5.0.mm.3D_glcm_InverseVariance,0.947036082853963,4.5158286837048895e-12,Excellent
log.sigma.5.0.mm.3D_glcm_JointAverage,0.776287878995308,7.35509594690701e-06,Good
log.sigma.5.0.mm.3D_glcm_JointEnergy,0.872992373892494,3.0962184006007e-08,Good
log.sigma.5.0.mm.3D_glcm_JointEntropy,0.858068069549907,9.25164803417181e-08,Good
