Features,ICC_value,p_value,Repeatability
log.sigma.4.0.mm.3D_firstorder_Range,0.787666564110816,4.49956690900088e-06,Good
log.sigma.4.0.mm.3D_firstorder_RobustMeanAbsoluteDeviation,0.861509443652352,7.2695868459723e-08,Good
log.sigma.4.0.mm.3D_firstorder_RootMeanSquared,0.918875649899178,3.48029374180506e-10,Excellent
log.sigma.4.0.mm.3D_firstorder_Skewness,0.890694485367506,6.9691348955158e-09,Good
log.sigma.4.0.mm.3D_firstorder_Uniformity,0.837665291310675,3.43311980528933e-07,Good
log.sigma.4.0.mm.3D_firstorder_Variance,0.841799955382272,2.67166922955067e-07,Good
log.sigma.4.0.mm.3D_glcm_Autocorrelation,0.616095232893116,0.0009329768974481,Poor
log.sigma.4.0.mm.3D_glcm_ClusterProminence,0.732813147927768,3.81280297406201e-05,Poor
log.sigma.4.0.mm.3D_glcm_ClusterShade,0.846096847542597,2.04307400363132e-07,Good
log.sigma.4.0.mm.3D_glcm_ClusterTendency,0.670531470413112,0.0002496817517651,Poor
log.sigma.4.0.mm.3D_glcm_Contrast,0.796064782625097,3.07079822726534e-06,Good
log.sigma.4.0.mm.3D_glcm_Correlation,0.783152299197181,5.48713629051669e-06,Good
log.sigma.4.0.mm.3D_glcm_DifferenceAverage,0.791842933605361,3.72903185328898e-06,Good
log.sigma.4.0.mm.3D_glcm_DifferenceEntropy,0.763791028865989,1.22258554140978e-05,Good
log.sigma.4.0.mm.3D_glcm_DifferenceVariance,0.789532746080479,4.13946079283965e-06,Good
log.sigma.4.0.mm.3D_glcm_Id,0.812822720226843,1.35576730353051e-06,Good
log.sigma.4.0.mm.3D_glcm_Idm,0.816779792788557,1.10458699742113e-06,Good
log.sigma.4.0.mm.3D_glcm_Idmn,0.792136202982227,3.67958743568252e-06,Good
log.sigma.4.0.mm.3D_glcm_Idn,0.790751786097811,3.91818127130419e-06,Good
log.sigma.4.0.mm.3D_glcm_Imc1,0.739743447601056,2.99700461238649e-05,Poor
log.sigma.4.0.mm.3D_glcm_Imc2,0.805744332477071,1.9332951349656e-06,Good
log.sigma.4.0.mm.3D_glcm_InverseVariance,0.789482983699541,4.1487230218953e-06,Good
log.sigma.4.0.mm.3D_glcm_JointAverage,0.596161783215144,0.0014264884773834,Poor
log.sigma.4.0.mm.3D_glcm_JointEnergy,0.846996621480943,1.9294946820728e-07,Good
